ratio,Li_ppb,Al_ppb,P_ppb,Mn_ppb,Rb_ppb,Sr_ppb,U_ppb,Th_ppb,V_ppb,B_ppb,Ca_ppb
0.1,2.03760759122261,113.979945596834,128.82479132131,165.63187455597,121.707399535602,1068.93056918779,0.962881431580745,0.959831120815442,4.10368474958805,5.0706332621892,46295.469018706
0.02,0.400701338600731,22.4144810664381,25.3337622758047,32.5719800688918,23.9341069014509,210.208242151172,0.1893533770733,0.188753524770005,0.807001298698878,0.997154478843237,49922.8736378337
0.005,0.09949733526919,5.56569425333146,6.29057503922476,8.08788219328897,5.94302945694715,52.1963815212075,0.047017952345271,0.046869004238581,0.200384852867491,0.247601402688349,51247.1139336282
0.0005,0.010497740228551,0.587223892026237,0.663704434609493,0.853334273069348,0.627035681316151,5.50712290532723,0.004960758481256,0.004945043301274,0.021142155470276,0.026123867524843,50923.9994930318
