run_no,sample_simple,sample_name,member,type,loc,facies,features,thin_section,d13c_carb,d18o_carb,Li_umol_molCa,Na_mmol_molCa,Mg_mmol_molCa,Al_mmol_molCa,K_mmol_molCa,V_umol_molCa,Mn_mmol_molCa,Fe_mmol_molCa,Rb_umol_molCa,Sr_mmol_molCa,Th_umol_molCa,U_umol_molCa
1,CV67,C16_105.1_ICT_30,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-6.3350372,-23.54651833,1.768562698,0.184500761,7.944995105,0.112400647,0.913648911,0.012278916,5.314146216,4.81628364,1.715720567,1.697384776,0.006140539,3.046047141
2,CV215,C16_105.1_ICT_32,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-6.246683121,-22.59384155,5.412655707,0.322710715,7.053183304,0.401813554,2.100339484,0.02561203,5.727700548,7.149528793,0.429505223,1.658662337,0.161750578,1.097713896
1,CV51,C16_105.1_ICT_35,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-8.0293493,-18.05404091,9.314975363,0.138575216,90.08808484,0.112054023,1.276331993,-0.060236555,9.362940661,13.60387698,1.929049917,1.832551468,0.001571793,0.224688441
2,CV218,C16_105.1_ICT_36,WMM,ict,mckale_ict,sandy grey crystalline limestone,,y,-6.004561424,-25.33948517,2.584609703,0.13061494,7.612011157,0.181077208,0.745572689,0.040592559,4.141297052,6.231584928,0.154441904,1.615319504,0.184093918,1.467724979
2,CV213,C16_105.1_ICT_37,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-6.364213467,-22.40200233,3.429845179,0.160679051,12.10363252,0.300142066,1.158017262,-0.030811729,6.03161197,6.881361701,0.218615749,1.727529543,0.036405514,0.908495342
2,CV220,C16_105.1_ICT_39,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-5.549554825,-21.6430645,4.012497784,0.225393937,9.016562107,0.095518675,1.689085123,-0.031836506,5.263145141,3.620805891,0.339136747,1.336760942,0.025550492,1.852930739
1,CV71,C16_105.1_ICT_41,WMM,ict,mckale_ict,sandy limestone,,,-5.8306813,-20.12921906,6.339841415,0.289947237,29.19536168,0.450858864,2.398727117,-0.016523116,6.466873111,8.582171323,3.93098847,1.730984385,0.162486676,0.916430496
1,CV58,C16_105.1_ICT_43,WMM,ict,mckale_ict,grey crystalline limestone,,,-7.581687,-17.99834442,1.419895218,0.144891254,17.93574325,0.043508748,0.426909195,-0.002492091,8.750644061,7.663383042,0.693649842,2.171646495,0.00290635,0.783055301
1,CV47,C16_105.1_ICT_46,WMM,ict,mckale_ict,grey crystalline limestone,,,-8.6998749,-18.75009155,7.088534119,0.267423954,30.93002306,0.126240534,3.315363908,-0.044391674,7.040606626,6.394972946,4.917646095,1.917860537,0.004810778,0.623420705
1,CV85,C16_105.1_ICT_49,WMM,ict,mckale_ict,grey crystalline limestone,,,1.2063098,-17.99459267,8.603378578,0.523585276,16.49606483,0.250489249,1.535035214,-0.068412999,5.55957494,15.85348639,2.874726457,1.979119556,0.017291373,0.361584434
1,CV76,C16_105.1_ICT_50,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-3.8206897,-18.14625359,4.640509033,0.737291342,16.39450084,0.338731849,2.438850364,0.001604926,11.08951053,18.54765917,3.975833555,2.209788483,0.042133401,0.27989437
1,CV50,C16_105.1_ICT_59,WMM,ict,mckale_ict,grey crystalline limestone,,,-8.175806,-19.100914,2.619785439,0.151018283,15.15538936,0.301943118,1.28001088,-0.080643956,2.715514761,5.920849865,2.249105621,1.359920576,0.011039073,0.698276419
1,CV61,C16_105.1_ICT_62,WMM,ict,mckale_ict,laminated grey limestone,,,-7.2703962,-19.95841599,2.446299626,0.21061604,11.60806669,0.162222322,0.899260202,-0.016231729,3.98296054,6.085823358,1.501734976,1.696849383,0.00457174,1.688298072
2,CV209,C16_105.1_ICT_70,WMM,ict,mckale_ict,sandy limestone,,,-7.107049942,-20.82077789,1.244298836,0.14528219,11.56188715,0.023852722,0.167839277,0.004923262,4.983293383,4.334295886,0.027670413,1.902040114,0.003731117,1.59249874
2,CV219,C16_105.1_ICT_72,WMM,ict,mckale_ict,laminated sandy limestone,,,-5.996884346,-21.62447739,6.889995144,0.220585286,8.046091055,0.163258336,0.873575019,0.033362207,6.080526677,5.837602914,0.170650618,1.932590517,0.028999653,1.740224302
1,CV65,C16_105.1_ICT_79,WMM,ict,mckale_ict,grey crystalline limestone,,,-6.6622548,-20.33149338,9.108581516,0.396421948,11.1051663,0.373227204,3.393168426,-0.007015258,4.974819426,5.802017972,6.131017107,2.026484975,0.00749589,1.409175576
2,CV208,C16_105.1_ICT_80,WMM,ict,mckale_ict,tan crystalline limestone,,,-7.139602661,-20.93325806,10.3706088,0.270249634,95.10300164,0.209918083,1.424444048,0.015913729,7.053222652,16.33687187,0.297004556,1.953831585,0.007903772,0.950673386
2,CV217,C16_105.1_ICT_82,WMM,ict,mckale_ict,grey crystalline limestone,,,-6.019141674,-23.19606018,1.785653656,0.136449581,6.757405086,0.092209637,0.72932813,0.028232688,4.711388594,4.104832119,0.151870791,1.720106864,0.010129796,2.289199
1,CV79,C16_105.1_ICT_91,WMM,ict,mckale_ict,sandy limestone,,,-2.723372,-18.00297165,4.6523141,0.25947816,24.75927496,0.043870707,1.369690183,-0.008815794,5.810899271,9.913868167,2.555476093,1.986754119,0.004249025,0.282015968
1,CV46,C16_105.1_ICT_92,WMM,ict,mckale_ict,tan crystalline limestone,,,-8.9519749,-18.89212418,10.53451818,0.181812526,122.1337063,0.047535476,1.067951727,-0.039117338,15.44012911,17.78356424,1.774022685,2.415492806,0.00268081,0.614219571
2,CV210,C16_105.1_ICT_94,WMM,ict,mckale_ict,sandy grey crystalline limestone,,,-6.961876869,-20.24790382,1.645449281,0.172102306,9.038328758,0.037354749,0.653409887,0.020899165,6.335454121,6.15712115,0.127888744,1.851752678,0.009279496,1.098170242
2,CV212,C16_105.1_ICT_95,WMM,ict,mckale_ict,grey crystalline limestone,,,-6.657640457,-21.66458893,3.439499505,0.508338482,22.03693915,0.073118036,0.938637744,-0.026599101,5.453469579,5.690111655,0.226151235,1.853253408,0.005589962,2.822269499
2,CV211,C16_105.1_ICT_99,WMM,ict,mckale_ict,tan crystalline limestone,,y,-6.837164879,-22.4291153,2.280808195,0.291290338,20.72296429,0.065772028,0.362361306,0.00255918,4.952055909,6.855083527,0.072369605,1.913682718,0.014871046,0.906601231
1,CV63,C16_108.0_ICT_15,WMM,ict,mckale_ict,sandy limestone,,,-6.9720354,-19.54565811,3.758689964,0.179976744,25.39587137,0.298384371,1.644854133,-0.039201151,3.501939411,8.98276738,2.530517509,1.413105622,0.246276519,0.283826516
1,CV48,C16_108.0_ICT_23,WMM,ict,mckale_ict,limestone cemented sandstone,,,-8.547019,-17.80479622,6.165522811,0.174899568,16.49937867,0.05296528,-0.091383705,-0.063150674,2.634947027,6.295039904,0.146979409,1.315765356,0.015569025,0.199647194
1,CV70,C16_108.0_ICT_26,WMM,ict,mckale_ict,sandy limestone,,,-6.0009809,-23.339077,2.932705542,0.50981864,10.01052274,0.223349189,0.929730788,0.04876046,3.264175194,6.868539778,1.421029307,1.901226125,0.023754191,0.694305661
2,CV216,C16_108.0_ICT_27,WMM,ict,mckale_ict,sandy limestone,,,-6.113436699,-22.14075089,2.480282422,0.195118417,8.315359538,0.121959609,0.695608223,0.078913593,3.028986332,4.672955005,0.131265684,1.842588955,0.036095993,0.731962535
1,CV62,C16_108.0_ICT_30,WMM,ict,mckale_ict,sandy limestone,,,-7.0539293,-17.06476021,49.31104712,0.20605614,353.7532888,0.072873426,0.391246852,0.012802672,7.744169245,22.23375626,0.390001366,1.856346367,0.003675993,0.690389835
1,CV59,C16_108.0_ICT_32,WMM,ict,mckale_ict,grey crystalline limestone,,,-7.438448,-17.99064255,1.13775093,0.094051265,18.52562051,0.088425979,0.47962461,-0.048219411,3.301563272,8.665149285,0.869663364,1.305023763,0.002921141,0.688215741
1,CV66,C16_108.0_ICT_34,WMM,ict,mckale_ict,grey crystalline limestone,,,-6.5277185,-19.61888123,2.181878257,0.18088836,10.25657285,0.094485025,0.629986154,0.020203407,3.460898668,4.793400242,0.913825467,1.857346374,0.02051278,0.802967053
1,CV57,C16_108.0_ICT_8,WMM,ict,mckale_ict,grey crystalline limestone,,,-7.7034287,-18.3225441,2.899640367,0.074011872,19.88648952,0.123687947,1.112532547,-0.032883966,3.770221618,5.952420396,1.812625068,1.258662917,0.009772586,0.689568547
1,CV56,C16_110.0_ICT_2,WMM,ict,mckale_ict,dark grey grainstone,,,-7.7534599,-18.22607613,7.165884299,0.378693341,20.26406126,0.145106284,1.870769609,-0.02519903,3.360381256,3.640126922,2.927003864,1.408721654,0.004943093,1.156158989
1,CV49,C16_111.0_ICT_10,WMM,ict,mckale_ict,silty limestone,,,-8.3085861,-18.76777649,2.966574554,0.129059091,19.01596577,0.059439798,0.700407764,-0.044335383,3.496927968,5.543374148,0.950253407,1.697361157,0.002703493,0.557609661
1,CV55,C16_111.0_ICT_13,WMM,ict,mckale_ict,limestone cemented sandstone,,,-7.809979,-18.8997612,2.894499938,0.286490629,19.71763972,0.03888641,0.164245027,-0.036845607,3.34547919,7.527859182,0.245609562,1.712975438,0.000183587,0.391704044
1,CV54,C16_111.0_ICT_15,WMM,ict,mckale_ict,sandy limestone,,,-7.9221277,-19.70783615,7.184979077,0.222307644,18.68226921,0.113748361,1.133012962,-0.062469108,3.381294495,7.09668109,1.953302835,1.69564375,0.001063308,0.513785991
2,CV206,C16_111.0_ICT_19,WMM,ict,mckale_ict,grey crystalline limestone,,,-7.663799763,-21.06690979,6.79870844,0.196544485,18.11838148,0.187071296,1.388349607,0.018906431,3.439113058,4.664330375,0.317519687,1.661681753,0.002509115,1.245040343
2,CV205,C16_111.0_ICT_20,WMM,ict,mckale_ict,dark grey grainstone,,,-7.87802124,-20.0467453,11.00825609,0.336058248,18.98017007,0.840273815,2.094982012,0.097835082,3.346988951,8.541447413,0.443097628,1.684376515,0.019472059,0.926297085
1,CV53,C16_111.0_ICT_22,WMM,ict,mckale_ict,sandy limestone,,,-7.9537849,-19.75197601,5.27007354,0.151346395,18.68384281,0.167495422,1.072840024,-0.079526856,3.395087451,6.079512155,1.753681308,1.533715961,0.012394273,1.067726435
2,CV207,C16_111.0_ICT_25,WMM,ict,mckale_ict,tan crystalline limestone,,,-7.282249451,-20.556633,3.298978288,0.233637651,18.58002613,0.045988974,0.409208376,-0.002150896,3.134485639,6.771967324,0.076598327,1.844327398,0.004130872,0.260133958
2,CV221,C16_111.0_ICT_26,WMM,ict,mckale_ict,sandy limestone,,,-2.338377714,-20.25999832,6.295023021,0.378216962,18.88535498,0.078252907,0.694576231,0.043611271,3.308997389,0.970732731,0.134151087,1.738144311,0.021878086,0.657483549
1,CV64,C16_111.0_ICT_29,WMM,ict,mckale_ict,sandy limestone,,,-6.7506337,-22.42490578,14.23837427,1.447077399,16.33100405,0.600336744,4.400963561,0.078205301,3.81809609,7.365930164,7.042475527,1.893040437,0.021135403,0.657617533
2,CV204,C16_111.0_ICT_30,WMM,ict,mckale_ict,dark grey grainstone,,,-8.020927429,-20.41248131,10.71049872,0.446983581,18.54389307,0.401860083,1.443977122,0.030849695,3.536102456,6.277119016,0.297331367,1.720318508,0.028703131,1.139833888
1,CV74,C16_111.0_ICT_8,WMM,ict,mckale_ict,tan sandy limestone,,,-4.8555822,-17.52757645,5.176013377,0.337556828,23.11821665,0.22321321,1.858425482,-0.062162181,3.422672514,0.396605863,3.19402909,1.048211439,0.013395503,1.341566054
1,CV84,C16_136.0_ICT_10,WMM,ict,mckale_ict,sandy limestone,,y,-1.2949469,-18.21626472,11.02419426,0.828201424,19.57027409,0.260798478,2.150572576,-0.057429159,3.106481845,13.47161651,4.461425152,1.706248156,0.03200794,0.084941125
1,CV83,C16_136.0_ICT_11,WMM,ict,mckale_ict,silty limestone,,y,-1.9456871,-16.59285164,88.86028275,2.27433397,706.6463649,0.12766193,5.512624789,-0.049617906,16.24653208,77.07916516,10.28756144,0.9114816,0.006111536,1.480049171
1,CV72,C16_136.0_ICT_19,WMM,ict,mckale_ict,ls mudstone,,,-5.6199317,-18.33688927,3.726957615,0.396119772,6.176169157,0.0267777,1.006765697,-0.027747245,3.612769408,3.546498148,1.839583747,2.180763452,0.002309987,0.440785179
1,CV68,C16_136.0_ICT_20,WMM,ict,mckale_ict,grey crystalline limestone,,,-6.2495632,-18.39875031,10.61611453,1.296244472,8.658728046,0.756020661,3.319571693,0.001655584,3.843208213,12.28867334,5.844796694,2.153161531,0.352235211,0.895180849
1,CV73,C16_136.0_ICT_9,WMM,ict,mckale_ict,sandy limestone,,,-5.3323426,-18.17623138,7.468906848,0.539949219,19.48191023,0.309097468,1.454678555,0.037231367,2.67310569,12.24881916,2.545457929,1.544584087,0.04417284,0.102313094
1,CV52,C16_139.0_ICT_2,WMM,ict,mckale_ict,ls mudstone,,,-8.0104179,-18.42741776,3.021971999,0.148535507,20.40038641,0.158062252,0.213544611,-0.04716367,3.008770214,6.569893223,0.361467473,1.542299993,0.050101258,0.150907897
1,CV-13,C16_161.5,WMM,section,mckale_sec,limestone cemented sandstone,,,-6.6991272,-18.27578735,2.166110127,0.240419819,9.309491729,0.091587452,-1.758820018,0.046352279,4.695077062,8.014255495,0.206154777,2.052729577,0.061525839,0.204703751
2,CV161,C16_164.0,WMM,section,mckale_sec,wackestone,,,-5.486806393,-16.87005043,7.119447697,0.501145255,12.53191094,0.432827442,1.592745525,-0.039282549,1.518045035,6.264055293,0.366758848,2.555325627,0.108148289,0.184302482
2,CV162,C16_165.3,WMM,section,mckale_sec,limestone cemented sandstone,,,-5.262210846,-17.23843193,2.767055102,0.48200629,7.554316603,0.296577031,0.398223464,-0.08291391,1.032896287,3.186816419,0.096319894,2.14451935,0.239018261,0.90183485
1,CV-14,C16_166.3,WMM,section,mckale_sec,limestone cemented sandstone,,,-5.7794137,-17.79530907,11.54326622,1.487929703,13.74595895,0.881176186,2.350632526,0.228314439,0.883862205,8.110101469,4.885631837,3.131641763,0.3184177,0.196961497
2,CV163,C16_167.4,WMM,section,mckale_sec,ls mudstone,,,-5.147033691,-17.64927673,7.509475668,0.270592307,18.69484833,0.112443042,0.522352936,0.154542887,0.428492674,5.016307957,0.126037706,4.644752434,0.010970055,0.244231223
2,CV164,C16_169.6,WMM,section,mckale_sec,ls mudstone,,,-5.070957184,-17.25761032,5.7876761,0.349551584,16.63076195,0.097318071,0.67490987,0.118314722,0.452337663,1.82252742,0.162658177,4.504724459,0.012519128,0.191622464
1,CV-15,C16_171.6,WMM,section,mckale_sec,ls mudstone,,,-4.7683406,-17.37109184,6.623695581,0.416686628,18.60023964,0.070180095,0.506324684,-0.022301879,0.456296593,9.93626256,1.347567766,5.356910621,0.003410493,0.420880478
2,CV165,C16_172.6,WMM,section,mckale_sec,ls mudstone,,,-4.974720955,-17.54391098,5.169591527,0.37205715,16.37527299,0.036609532,0.48971192,0.019714908,0.319282862,3.252003048,0.117607158,4.996843191,0.006907485,0.5131319
2,CV166,C16_174.6,WMM,section,mckale_sec,ls mudstone,,,-3.273938656,-16.22459793,2.44936759,0.103671246,14.39309691,0.0312083,0.140590846,0.029222265,0.488007596,5.64034249,0.021933664,4.855792967,0.03427481,0.233079884
2,CV167,C16_176.6,WMM,section,mckale_sec,ls mudstone,,,-4.632104874,-17.09058571,4.668838752,0.175699901,17.98678168,0.027886298,0.309748055,0.038316845,0.450266248,6.144930421,0.070373727,5.788360807,0.00144671,0.146131961
1,CV-16,C16_177.6,WMM,section,mckale_sec,ls mudstone,,,-4.9826279,-17.09893608,3.823634125,0.379012356,16.48485018,0.058577016,0.292828828,-0.034608892,0.454706438,8.09244268,0.99915373,5.20768425,0.001250441,0.19471935
2,CV168,C16_179.5,WMM,section,mckale_sec,ls mudstone,,,-4.923003197,-18.33932114,6.207928267,0.623061513,8.291511957,0.075106757,0.720214989,0.023351852,0.383893078,5.217073692,0.186152674,3.727454653,0.016274942,1.371614575
2,CV169,C16_181.5,WMM,section,mckale_sec,ls mudstone,,,-4.319487095,-16.82635117,4.007706871,0.221537188,16.69106923,0.051307791,0.441751987,0.020289408,0.369701094,5.521863371,0.101699736,5.312855378,0.001460217,0.03944245
1,CV-17,C16_183.5,WMM,section,mckale_sec,ls mudstone,sulfides,,-1.9291363,-15.43745422,5.284816856,0.398181327,3.350279865,0.071963676,0.098754325,0.026283763,0.747453779,0.105136851,0.597119798,0.805644687,0.020956767,0.352999011
2,CV170,C16_184.5,WMM,section,mckale_sec,ls mudstone,,,-5.019248962,-16.6860218,3.69077683,0.497843986,15.5520586,0.03991617,0.586574292,0.049693725,0.448540972,0.867901145,0.146248892,4.641212589,0.008321427,0.395108081
2,CV171,C16_187.0,WMM,section,mckale_sec,sandy grainstone,sulfides,,-4.923845291,-16.69885635,3.128644357,0.24591904,17.20119622,0.063746925,0.107716509,-1.42E-06,0.879056448,8.250678413,0.016947059,4.135140409,0.009993309,0.069539515
2,CV172,C16_188.4,WMM,section,mckale_sec,ls mudstone,,,-5.221403599,-16.37733078,7.446046072,0.568265205,19.65277432,0.362802603,1.618204141,0.059615675,1.221038288,10.12550793,0.375462883,4.61480674,0.04817377,0.270063818
1,CV-18,C16_189.4,WMM,section,mckale_sec,sandy grainstone,sulfides,,-4.6419387,-15.66182041,6.252401327,0.524339554,12.5246446,0.018165438,0.072925297,0.002860206,1.533794316,0.707868047,0.517102474,2.713980888,0.000689991,0.11698218
2,CV173,C16_191.3,WMM,section,mckale_sec,ls mudstone,sulfides,,-4.824121952,-16.71564484,2.422379519,0.22191938,19.01956319,0.043219938,0.289055417,0.080455053,1.575934529,7.32211296,0.061263939,4.415430124,0.005648592,0.094864443
2,CV174,C16_198.3,WMM,section,mckale_sec,ls mudstone,sulfides,,-5.466349125,-16.91957855,2.072822929,0.121777939,19.6080482,0.038058213,0.219451563,0.010556825,1.347268033,4.158330798,0.044508048,4.522530981,0.002594514,0.094183857
1,CV-19,C16_203.3,WMM,section,mckale_sec,ls mudstone,sulfides,,-4.1122384,-16.64539528,3.785719815,0.632647698,17.82888399,0.089472655,0.354052381,0.022587403,0.623406168,8.808424523,1.142551542,4.817176331,0.002704113,0.095675198
2,CV175,C16_204.3,WMM,section,mckale_sec,sandy grainstone,sulfides,,-4.074716568,-16.81881332,2.157099975,0.402743242,17.79359157,0.070497006,0.285574833,0.086921441,0.677113855,8.225123199,0.053958917,4.736042806,0.017395031,0.087064837
2,CV176,C16_206.3,WMM,section,mckale_sec,ls mudstone,,,-4.089812756,-16.55751038,3.328662068,0.175151884,15.28038845,0.034740207,0.443353631,-0.065954066,0.483813531,5.035895732,0.086043941,4.913996242,0.001737215,0.035636294
2,CV177,C16_208.3,WMM,section,mckale_sec,limestone cemented sandstone,,,-4.598834991,-16.13644028,2.678196911,0.369140576,11.96663184,0.124325041,0.426779364,-0.055456354,1.2993494,5.099220957,0.079797372,2.500787357,0.027433907,0.110736983
1,CV-20,C16_210.0,WMM,section,mckale_sec,limestone cemented sandstone,,,-4.7728562,-17.13969231,5.305188066,0.288061522,18.73779933,0.264811959,-0.332478201,-0.023835858,2.51101124,12.05505829,0.879271012,3.774721083,0.106865413,0.107000781
2,CV178,C16_221.5,WMM,section,mckale_sec,ls mudstone,,,-5.229438305,-17.73403549,2.704751207,0.31061214,19.65387553,0.047774038,0.303422196,0.126133342,1.599339424,9.17491625,0.05962205,3.634041677,0.005289354,0.090296007
2,CV179,C16_229.0,WMM,section,mckale_sec,ls mudstone,,y,-3.487021923,-17.39315033,3.456099615,0.080186575,18.80203813,0.043727289,0.20797341,0.117467273,0.566793587,2.639856798,0.035123941,3.410328799,0.008982099,0.181619689
1,CV-21,C16_231.0,WMM,section,mckale_sec,ls mudstone,,,-3.727679,-17.41398048,2.386931301,0.17190365,18.5602624,0.029425791,-0.171427926,-0.00573106,0.510227429,7.381594676,0.333989035,3.311748436,0.000518103,0.11312547
2,CV180,C16_232.0,WMM,section,mckale_sec,ls mudstone,,,-3.676147461,-18.00538826,5.242221415,0.190816874,18.89231322,0.064323467,0.425985472,0.02731831,0.532066147,4.496223488,0.083595766,3.708879571,0.003220381,0.182282696
2,CV181,C16_234.0,WMM,section,mckale_sec,ls mudstone,,,-3.695813656,-17.55757141,2.527297175,0.09406236,19.30432347,0.025741867,0.190763795,1.16E-06,0.479987436,5.625566015,0.029805281,3.751639312,0.002139689,0.115051529
1,CV75,C16_237.0_ICT_1,WMM,ict,mckale_ict,ls mudstone,,,-4.0733204,-17.45853806,3.785273548,0.149465638,20.93252601,0.036908051,0.439987015,-0.033550279,0.952564587,4.654157834,0.66722814,3.084025437,0.000494948,0.071318383
1,CV82,C16_237.0_ICT_6,WMM,ict,mckale_ict,ls mudstone,,,-2.1355352,-16.98033905,3.887769005,0.139314131,20.8994199,0.110467133,0.451686233,-0.007329401,0.980534207,5.33952717,0.562698348,3.060753857,0.004391082,0.068110493
2,CV182,C16_251.4,WMM,section,mckale_sec,sandy grainstone,sulfides,,-2.891256571,-17.44952393,5.016870154,0.21614328,19.34798096,0.226096909,0.589869297,0.022073954,0.762886954,8.075388382,0.115830762,2.2877682,0.072655224,0.053780692
1,CV-22,C16_252.4,WMM,section,mckale_sec,sandy grainstone,,,-2.7265654,-17.20454788,1.564020646,0.028528012,11.6008766,0.047303826,-0.806832711,-0.051173037,0.536842959,3.416613688,0.001328609,2.403429072,0.003367008,0.096523598
2,CV186,C16_254.2,WMM,section,mckale_sec,limestone cemented sandstone,,,-2.710965872,-17.57505989,56.42961491,1.728019092,20.52488604,2.335810054,6.020451203,0.329438498,1.511571591,8.327166271,1.335400016,2.252117951,0.335316074,0.159397638
2,CV183,C16_255.2,WMM,section,mckale_sec,limestone cemented sandstone,,,-2.786670208,-17.68947029,28.30243937,0.797780857,20.83867232,0.902381205,2.711636883,0.189192054,1.542885267,8.551713931,0.559474009,2.219164907,0.148720091,0.171483498
2,CV187,C16_255.9,WMM,section,mckale_sec,wackestone,,,-2.424179077,-17.55496216,9.789506002,0.741651946,18.48012305,0.345498919,1.183512377,0.026086088,1.315604298,7.260174976,0.261816937,2.137423206,0.038902569,0.279774832
1,CV77,C16_256.0_ICT_11,WMM,ict,mckale_ict,ls mudstone,,,-3.3787687,-17.18333435,1.786118183,0.123445783,20.24584564,0.027088075,0.167445964,-0.025083551,1.297897429,5.121518048,0.260859612,2.103931084,0.001608253,0.20882244
1,CV78,C16_256.0_ICT_20,WMM,ict,mckale_ict,ls mudstone,,,-2.9951983,-17.59392166,2.600317922,0.2282774,19.83292884,0.067242636,0.469536403,-0.003158984,1.225244336,7.49690594,0.637847903,2.321251413,0.002047131,0.18856794
1,CV81,C16_256.0_ICT_22,WMM,ict,mckale_ict,ls mudstone,,,-2.3448377,-17.62722778,4.059244389,0.763671868,19.05818885,0.117274644,0.71203633,0.006540609,1.361785871,5.903971336,1.107051734,2.111124013,0.014308137,0.321558404
1,CV80,C16_256.0_ICT_8,WMM,ict,mckale_ict,limestone cemented sandstone,,,-2.4681048,-17.53355598,4.419304757,0.149667926,20.76270054,0.084032554,0.663888833,-0.057881149,1.298628355,5.917389416,0.879712817,2.17670423,0.014351699,0.168069644
2,CV184,C16_258.6,WMM,section,mckale_sec,ls mudstone,,,0.049881458,-17.12997437,24.74688696,1.265619207,20.10524328,0.166853592,0.526706402,0.024555665,3.470509598,9.84770871,0.103467496,1.873960138,0.011968505,0.288394116
2,CV188,C16_259.6,WMM,section,mckale_sec,limestone cemented siltstone,,,-0.443353176,-17.21959496,33.17548544,2.556466313,17.52841151,0.802398536,2.324135054,0.06649342,4.859870203,16.56680185,0.49134737,1.802964366,0.091078149,0.072884738
1,CV-23,C16_269.0,WMM,section,mckale_sec,limestone cemented sandstone,,,-2.0395873,-15.69561863,12.1042449,1.657199077,9.549709423,0.831913252,5.921687588,-0.034813256,6.383137064,5.804450535,7.61363987,1.145598,0.256086134,0.215892034
2,CV185,C16_269.3,WMM,section,mckale_sec,limestone cemented sandstone,,,-3.6118083,-15.80901909,11.54346626,0.695331523,10.83799907,0.583056037,5.407160944,0.086024735,1.323501599,0.004010353,1.055859827,0.179876131,0.046437994,1.417465197
2,CV225,C4_ICT1_10,WMM,ict,hidden_ict,ls mudstone,,,2.024888039,-13.36815453,3.572526632,0.113905287,26.41979936,0.036191733,0.112188589,0.795561648,0.596474004,0.117693717,0.012892094,1.800716673,0.000531148,0.230801697
2,CV226,C4_ICT1_12,WMM,ict,hidden_ict,ls mudstone,,,-0.98453474,-16.67353439,6.849776988,0.289260881,19.55951125,0.135934317,0.37025028,0.46543909,1.617708139,3.244147264,0.062633506,1.750493701,0.003831543,0.561181629
2,CV227,C4_ICT1_14,WMM,ict,hidden_ict,ls mudstone,,,-1.318693876,-16.31861115,2.431226473,0.223455782,17.41444787,0.019652702,0.065961902,0.091111021,1.580550543,0.86878519,0.008264507,0.867831382,0.002217135,0.178693356
2,CV228,C4_ICT1_16,WMM,ict,hidden_ict,ls mudstone,,,3.203896046,-16.05657196,8.333622279,0.230474258,16.45620465,0.146986199,0.139558505,1.184378912,0.59931739,0.521259504,0.017374196,3.219275312,0.011910988,0.164484736
2,CV229,C4_ICT1_18,WMM,ict,hidden_ict,grey crystalline limestone,,,-6.215754509,-16.41741562,3.761128782,0.478425864,12.18621896,0.248930702,0.811278949,0.040872386,2.172399505,3.369492852,0.167663105,0.895721725,0.02173488,0.196687226
2,CV230,C4_ICT1_20,WMM,ict,hidden_ict,ls mudstone,,y,2.314186096,-15.68163967,5.945439836,0.363320614,20.60331868,0.142933557,0.343653945,3.32481125,0.649553286,0.362283066,0.062686006,2.589735757,0.004729548,0.368910611
2,CV231,C4_ICT1_22,WMM,ict,hidden_ict,sandy grainstone,,,-0.899405956,-16.68369102,4.307753343,0.288852231,23.94884609,0.094171871,0.231288698,0.374039499,1.565624127,1.769381534,0.035828301,1.337722059,0.003121833,0.29995201
2,CV232,C4_ICT1_24,WMM,ict,hidden_ict,sandy grainstone,,,-1.88180685,-16.75595665,3.646949282,0.266713536,22.03984494,0.071514012,0.29555715,0.055603045,1.834578963,2.27573397,0.05638671,1.4175904,0.001795885,0.456430126
2,CV233,C4_ICT1_26,WMM,ict,hidden_ict,silty grainstone,,,-5.98579073,-16.76319885,7.799316297,0.95721715,25.6027276,0.317922857,0.752920592,0.983466167,2.279626821,7.472848035,0.15425961,0.580287973,0.010751167,0.63087481
2,CV234,C4_ICT1_28,WMM,ict,hidden_ict,ls mudstone,,,2.555571556,-13.64435101,12.86754055,0.372155107,14.35739008,0.060492921,0.04555513,1.221973275,0.34448058,0.351925155,5.68E-05,2.759237251,0.0006651,0.187018012
2,CV235,C4_ICT1_30,WMM,ict,hidden_ict,sandy grainstone,,,-1.722331047,-16.86086655,7.746745265,0.624903223,21.99173488,0.330441821,0.759183482,0.250936722,3.149076229,4.158403811,0.158551266,1.243885618,0.0170396,0.300601877
2,CV236,C4_ICT1_32,WMM,ict,hidden_ict,ls mudstone,,,2.415545464,-16.35101318,3.948887161,0.199676333,25.76275807,0.153810063,0.208661478,0.956344965,0.897924748,0.764890473,0.029765492,1.260473906,0.003946813,0.655705873
2,CV237,C4_ICT1_34,WMM,ict,hidden_ict,sandy grainstone,,,0.537525177,-16.75060654,7.35392787,0.191073237,21.56881582,0.15309674,0.20626174,0.56872887,0.719368436,1.095755062,0.033840807,2.30718874,0.000983033,0.198871793
2,CV238,C4_ICT1_37,WMM,ict,hidden_ict,silty grainstone,,,-5.899153709,-16.55169296,4.962651698,0.639847357,57.70679735,0.339943894,1.502035289,0.00646512,4.046103638,14.43501661,0.310567419,1.415978353,0.006617913,0.642390158
